RDF,Out_Degree,In_Degree,Degree
Q441888,26,5,31
Q441913,13,16,29
Q442207,18,0,18
Q442300,15,12,27
Q442309,20,5,25
Q442310,11,9,20
Q442547,9,11,20
Q442668,12,2,14
Q442879,22,3,25
Q443019,18,0,18
Q443044,8,6,14
Q443063,10,13,23
Q443110,9,5,14
Q443128,8,7,15
Q443317,21,5,26
Q443343,12,8,20
Q443440,18,1,19
Q443534,11,6,17
Q443585,17,2,19
Q443842,0,5,5
Q443852,8,1,9
Q443961,19,7,26
Q444210,12,1,13
Q444217,9,5,14
Q444312,12,3,15
Q444341,23,0,23
Q444344,9,10,19
Q444366,15,1,16
Q444392,13,4,17
Q444410,24,7,31
Q444429,8,5,13
Q444480,8,5,13
Q444947,12,5,17
Q445116,13,3,16
Q445125,13,10,23
Q445135,10,5,15
Q445146,10,5,15
Q445275,3,8,11
Q445302,19,1,20
Q445386,14,0,14
Q445438,22,0,22
Q445608,12,4,16
Q445638,12,6,18
Q445818,9,9,18
Q445995,10,5,15
Q446083,13,10,23
Q446089,11,6,17
Q446227,11,6,17
Q446427,28,4,32
Q446481,32,4,36
Q446493,18,3,21
Q446580,38,9,47
Q446717,21,9,30
Q446760,0,6,6
Q446941,0,5,5
Q446960,26,8,34
Q447022,20,5,25
Q447397,11,5,16
Q447614,15,8,23
Q447669,13,21,34
Q447713,17,6,23
Q447892,19,10,29
Q447933,11,10,21
Q447960,10,18,28
Q448235,14,0,14
Q448362,19,8,27
Q448416,6,5,11
Q448587,9,6,15
Q448604,14,5,19
Q448644,22,1,23
Q449030,21,0,21
Q449118,17,6,23
Q449220,16,8,24
Q449224,19,0,19
Q449238,11,10,21
Q449521,18,14,32
Q449531,11,9,20
Q449580,12,5,17
Q449602,14,6,20
Q449658,10,0,10
Q449679,17,16,33
Q449822,12,5,17
Q449863,12,3,15
Q449900,25,6,31
Q449947,11,3,14
Q449959,24,12,36
Q450022,21,4,25
Q450159,7,5,12
Q450219,12,5,17
Q450279,17,5,22
Q450374,8,4,12
Q450429,33,1,34
Q450720,12,8,20
Q451071,14,4,18
Q451076,24,0,24
Q451196,18,1,19
Q451272,21,0,21
Q451394,10,5,15
Q451501,17,4,21
Q451558,30,0,30
Q451603,33,0,33
Q451842,3,13,16
Q451880,13,5,18
Q451938,10,5,15
Q451967,0,5,5
Q451974,10,7,17
Q452019,10,6,16
Q452063,12,7,19
Q452283,4,5,9
Q452288,10,2,12
Q452411,18,0,18
Q452763,11,6,17
Q452788,10,5,15
Q452794,15,7,22
Q452979,0,5,5
Q452991,10,9,19
Q453406,29,0,29
Q453461,11,1,12
Q453549,11,6,17
Q453581,10,7,17
Q453724,9,7,16
Q453925,3,0,3
Q454010,33,0,33
Q454081,13,13,26
Q454088,16,3,19
Q454156,29,7,36
Q454200,21,2,23
Q454205,18,0,18
Q454231,12,4,16
Q454379,8,5,13
Q454398,35,1,36
Q454404,8,5,13
Q454494,9,7,16
Q454819,21,0,21
Q455188,14,6,20
Q455279,16,5,21
Q455394,8,7,15
Q455510,15,7,22
Q455545,12,1,13
Q455568,11,0,11
Q455723,13,0,13
Q455743,11,2,13
Q455749,9,9,18
Q455780,16,1,17
Q455781,13,2,15
Q455898,16,5,21
Q455939,10,0,10
Q455959,21,0,21
Q455971,4,0,4
Q455991,6,0,6
Q456017,30,0,30
Q456047,18,4,22
Q456291,11,5,16
Q456294,5,5,10
Q456329,13,6,19
Q456614,11,7,18
Q456685,2,15,17
Q456847,0,5,5
Q456862,18,1,19
Q456966,16,4,20
Q457163,6,0,6
Q457229,16,4,20
Q457250,16,2,18
Q457269,17,2,19
Q457281,28,10,38
Q457334,6,0,6
Q457395,10,6,16
Q457460,3,0,3
Q457493,22,8,30
Q457497,29,1,30
Q457727,18,0,18
Q457736,9,8,17
Q457864,21,1,22
Q457890,12,8,20
Q457893,9,40,49
Q457991,14,7,21
Q458252,10,5,15
Q458314,34,2,36
Q458393,32,1,33
Q458441,9,8,17
Q458464,17,2,19
Q458629,37,0,37
Q458646,7,1,8
Q458656,40,2,42
Q458658,29,5,34
Q458679,9,6,15
Q458696,0,6,6
Q458766,19,8,27
Q458784,9,6,15
Q458815,10,6,16
Q458833,13,0,13
Q459007,16,12,28
Q459057,35,0,35
Q459148,3,0,3
Q459177,0,5,5
Q459282,0,5,5
Q459290,3,18,21
Q459349,13,9,22
Q459384,11,15,26
Q459435,3,5,8
Q459464,5,0,5
Q459506,18,8,26
Q459600,4,0,4
Q459622,4,0,4
Q459638,7,7,14
Q459732,0,6,6
Q459786,13,8,21
Q459814,0,5,5
Q459902,5,0,5
Q459925,23,7,30
Q459933,0,5,5
Q460045,8,5,13
Q460090,20,2,22
Q460095,23,1,24
Q460144,10,9,19
Q460221,12,0,12
Q460277,14,26,40
Q460325,20,0,20
Q460361,13,0,13
Q460376,15,3,18
Q460457,17,7,24
Q460494,3,0,3
Q460523,5,15,20
Q460563,10,6,16
Q460572,11,8,19
Q460578,14,28,42
Q460664,32,0,32
Q460674,4,3,7
Q460684,0,5,5
Q460688,13,8,21
Q460852,19,1,20
Q460876,22,6,28
Q460898,9,7,16
Q460987,10,5,15
Q461003,27,2,29
Q461300,8,5,13
Q461309,13,11,24
Q461447,28,0,28
Q461529,9,35,44
Q461540,43,1,44
Q461595,4,3,7
Q461637,8,6,14
Q461682,39,1,40
Q461691,14,5,19
Q461761,6,5,11
Q461762,13,6,19
Q461768,28,0,28
Q461825,19,0,19
Q462161,9,6,15
Q462177,8,10,18
Q462184,7,3,10
Q462314,10,5,15
Q462327,17,3,20
Q462354,16,5,21
Q462418,32,1,33
Q462471,2,7,9
Q462799,11,20,31
Q462903,12,7,19
Q462905,13,0,13
Q462955,11,8,19
Q463055,3,9,12
Q463085,4,81,85
Q463101,32,2,34
Q463119,9,7,16
Q463165,7,0,7
Q463281,7,69,76
Q463285,8,6,14
Q463303,10,198,208
Q463313,49,1,50
Q463316,0,5,5
Q463397,18,10,28
Q463402,11,12,23
Q463407,13,5,18
Q463497,14,9,23
Q463606,8,6,14
Q463615,34,0,34
Q463617,14,0,14
Q463673,28,5,33
Q463692,14,5,19
Q463734,17,4,21
Q463781,0,6,6
Q463832,55,2,57
Q463883,23,0,23
Q463999,13,1,14
Q464014,35,1,36
Q464015,6,12,18
Q464032,27,0,27
Q464036,10,5,15
Q464042,29,0,29
Q464169,20,4,24
Q464213,19,1,20
Q464232,18,0,18
Q464238,9,0,9
Q464241,23,2,25
Q464251,20,0,20
Q464252,38,0,38
Q464282,16,8,24
Q464320,14,18,32
Q464348,11,0,11
Q464367,22,3,25
Q464425,14,11,25
Q464578,13,3,16
Q464612,17,7,24
Q464653,35,0,35
Q464744,11,11,22
Q464746,9,10,19
Q464749,9,2,11
Q464775,4,0,4
Q464932,17,5,22
Q464951,59,1,60
Q464955,9,7,16
Q464964,45,0,45
Q464995,2,0,2
Q465200,8,5,13
Q465224,7,1,8
Q465227,42,2,44
Q465275,42,1,43
Q465316,4,5,9
Q465442,22,6,28
Q465449,17,83,100
Q465478,35,0,35
Q465501,4,51,55
Q465517,16,6,22
Q465607,33,0,33
Q465613,1,11,12
Q465636,26,0,26
Q465646,30,0,30
Q465695,20,0,20
Q465754,14,5,19
Q465774,11,9,20
Q465826,22,3,25
Q465830,17,2,19
Q465859,17,3,20
Q465863,22,4,26
Q465914,11,5,16
Q465977,26,2,28
Q465978,8,14,22
Q466051,12,5,17
Q466063,16,1,17
Q466089,9,30,39
Q466127,20,1,21
Q466186,29,2,31
Q466190,7,1,8
Q466254,13,5,18
Q466297,39,0,39
Q466302,16,0,16
Q466320,22,10,32
Q466339,7,6,13
Q466358,24,1,25
Q466361,13,6,19
Q466423,32,0,32
Q466436,29,0,29
Q466459,14,29,43
Q466502,23,2,25
Q466508,0,4,4
Q466514,29,0,29
Q466586,3,2,5
Q466593,18,1,19
Q466611,51,0,51
Q466649,6,5,11
Q466680,13,0,13
Q466781,59,0,59
Q466959,26,0,26
Q466961,26,1,27
Q467011,0,5,5
Q467025,3,0,3
Q467053,55,1,56
Q467076,47,2,49
Q467223,11,0,11
Q467348,6,16,22
Q467362,13,7,20
Q467423,20,1,21
Q467496,6,7,13
Q467500,14,10,24
Q467502,11,8,19
Q467519,41,6,47
Q467526,0,2,2
Q467561,13,2,15
Q467582,35,0,35
Q467635,5,10,15
Q467664,9,0,9
Q467693,16,0,16
Q467749,9,2,11
Q467752,14,6,20
Q467973,16,1,17
Q468028,11,3,14
Q468033,42,0,42
Q468241,14,8,22
Q468339,20,3,23
Q468442,19,11,30
Q468478,2,5,7
Q468484,62,0,62
Q468557,7,7,14
Q468565,21,0,21
Q468700,29,0,29
Q468811,10,5,15
Q468865,9,14,23
Q468877,35,1,36
Q468915,8,8,16
Q469482,9,0,9
Q469576,3,5,8
Q469624,53,1,54
Q469795,12,10,22
Q469945,18,5,23
Q469999,3,0,3
Q470005,19,7,26
Q470040,25,1,26
Q470073,42,0,42
Q470104,14,4,18
Q470190,20,1,21
Q470251,15,5,20
Q470260,17,4,21
Q470273,5,3,8
Q470282,22,3,25
Q470560,37,0,37
Q470572,42,0,42
Q470591,18,6,24
Q470665,36,0,36
Q470759,19,1,20
Q470771,36,1,37
Q470779,19,2,21
Q470818,18,2,20
Q470891,32,0,32
Q471003,15,10,25
Q471018,14,9,23
Q471103,11,0,11
Q471128,11,5,16
Q471157,8,7,15
Q471159,57,0,57
Q471215,19,11,30
Q471423,21,0,21
Q471619,15,2,17
Q471690,12,13,25
Q471716,53,0,53
Q471746,36,0,36
Q471839,5,228,233
Q471842,41,0,41
Q471879,11,1,12
Q471921,11,7,18
Q472051,36,2,38
Q472058,9,5,14
Q472282,9,2,11
Q472311,0,5,5
Q472316,17,3,20
Q472361,56,0,56
Q472504,10,13,23
Q472520,13,5,18
Q472595,9,8,17
Q472600,32,0,32
Q472675,12,4,16
Q472752,3,0,3
Q473209,4,0,4
Q473248,11,9,20
Q473466,8,3,11
Q473475,8,6,14
Q473599,4,0,4
Q474027,3,4,7
Q474033,47,0,47
Q474082,30,0,30
Q474093,53,0,53
Q474200,10,13,23
Q474605,7,2,9
Q474655,4,6,10
Q475221,5,1,6
Q475293,35,0,35
Q475559,14,0,14
Q475618,11,0,11
Q475646,6,13,19
Q475689,3,4,7
Q475730,16,0,16
Q476028,2,604,606
Q476115,2,0,2
Q476300,1,4,5
Q476726,60,0,60
Q476921,3,29,32
Q476983,3,2,5
Q477047,0,15,15
Q477070,26,0,26
Q477452,3,0,3
Q477865,35,0,35
Q477965,28,0,28
Q477993,9,0,9
Q478302,5,1,6
Q478317,4,0,4
Q478360,21,2,23
Q478371,43,2,45
Q478626,37,0,37
Q478748,35,1,36
Q478750,3,0,3
Q478780,39,1,40
Q478850,4,7,11
Q479351,5,0,5
Q480319,3,9,12
Q481832,23,17,40
Q482368,0,8,8
Q482406,4,1,5
Q482436,30,0,30
Q482449,3,1,4
Q482477,0,6,6
Q482540,3,1,4
Q482562,5,2,7
Q482607,4,1,5
Q482617,3,0,3
Q482652,18,1,19
Q482657,6,3,9
Q482662,38,0,38
Q482907,98,6,104
Q482964,18,1,19
Q482980,7,76,83
Q482993,3,7,10
Q483020,8,5,13
Q483118,45,35,80
Q483148,22,15,37
Q483152,3,0,3
Q483203,49,8,57
Q483251,5,6,11
Q483325,53,4,57
Q483352,7,14,21
Q483379,30,6,36
Q483394,4,15,19
Q483407,25,8,33
Q483501,6,43,49
Q483507,27,1,28
Q483654,9,9,18
Q483718,27,8,35
Q483745,126,1,127
Q483752,127,1,128
Q483771,20,17,37
Q483802,27,6,33
Q483815,35,4,39
Q483856,7,0,7
Q483907,42,22,64
Q483938,6,1,7
Q483942,5,8,13
Q483958,7,3,10
Q483978,2,2,4
Q483994,1,2,3
Q484142,4,1,5
Q484151,4,0,4
Q484159,4,5,9
Q484170,5,24,29
Q484179,11,1,12
Q484188,1,31,32
Q484239,3,1,4
Q484247,6,2,8
Q484263,9,7,16
Q484294,8,5,13
Q484302,21,1,22
Q484330,0,5,5
Q484335,5,5,10
Q484340,11,3,14
Q484344,3,9,12
Q484346,7,2,9
Q484365,28,8,36
Q484385,4,5,9
Q484388,9,2,11
Q484391,6,5,11
Q484395,6,2,8
Q484398,5,5,10
Q484401,5,2,7
Q484404,3,6,9
Q484408,7,4,11
Q484418,5,3,8
Q484420,8,3,11
Q484427,13,4,17
Q484442,58,2,60
Q484464,10,1,11
Q484523,51,12,63
Q484536,3,0,3
Q484538,12,3,15
Q484548,9,2,11
Q484556,12,2,14
Q484583,3,1,4
Q484591,5,3,8
Q484615,27,11,38
Q484641,5,129,134
Q484652,3,61,64
Q484678,13,26,39
Q484761,4,4,8
Q484779,22,14,36
Q484876,6,12,18
Q484881,28,2,30
Q484940,117,1,118
Q484948,9,6,15
Q484963,4,4,8
Q484980,8,13,21
Q484993,5,0,5
Q485038,5,2,7
Q485087,5,10,15
Q485172,20,10,30
Q485176,8,25,33
Q485186,6,4,10
Q485188,7,0,7
Q485207,5,20,25
Q485220,0,5,5
Q485276,5,2,7
Q485277,103,1,104
Q485298,46,8,54
Q485310,37,7,44
Q485395,5,9,14
Q485408,7,2,9
Q485474,4,2,6
Q485502,11,2,13
Q485536,6,5,11
Q485544,1,0,1
Q485557,13,7,20
Q485561,7,4,11
Q485571,3,2,5
Q485600,7,3,10
Q485610,37,1,38
Q485625,12,0,12
Q485668,79,0,79
Q485673,5,1,6
Q485708,15,4,19
Q485716,7,29,36
Q485741,4,3,7
Q485746,5,2,7
Q485803,51,1,52
Q485808,4,2,6
Q485811,16,9,25
Q485893,9,4,13
Q485901,13,10,23
Q485983,36,3,39
Q486063,39,0,39
Q486103,12,6,18
Q486112,9,5,14
Q486156,9,0,9
Q486168,9,7,16
Q486229,8,4,12
Q486239,24,0,24
Q486263,3,5,8
Q486306,5,1,6
Q486309,5,1,6
Q486365,4,0,4
Q486398,6,4,10
Q486415,3,2,5
Q486439,8,6,14
Q486448,5,5,10
Q486459,14,0,14
Q486472,11,3,14
Q486479,9,2,11
Q486487,11,4,15
Q486507,6,4,10
Q486588,27,3,30
Q486609,27,3,30
Q486633,5,5,10
Q486740,21,7,28
Q486748,6,222,228
Q486822,33,1,34
Q486826,29,1,30
Q486839,5,3,8
Q486860,8,5,13
Q486868,7,8,15
Q486877,10,4,14
Q486883,12,5,17
Q486972,4,50,54
Q487069,15,1,16
Q487070,16,2,18
Q487090,7,10,17
Q487094,15,8,23
Q487119,6,6,12
Q487136,4,102,106
Q487181,30,4,34
Q487201,3,1,4
Q487315,6,4,10
Q487321,3,0,3
Q487382,0,5,5
Q487403,5,5,10
Q487447,19,1,20
Q487479,5,0,5
Q487548,9,6,15
Q487556,18,7,25
Q487564,7,4,11
Q487572,7,4,11
Q487578,7,3,10
Q487581,9,4,13
Q487596,3,10,13
Q487599,5,5,10
Q487605,9,3,12
Q487610,3,7,10
Q487616,4,5,9
Q487704,8,4,12
Q487907,18,3,21
Q487914,6,18,24
Q487965,3,5,8
Q487977,11,4,15
Q487978,56,0,56
Q487988,9,0,9
Q487999,9,10,19
Q488004,5,21,26
Q488041,36,0,36
Q488111,2,3,5
Q488125,8,6,14
Q488134,5,5,10
Q488205,7,404,411
Q488222,16,0,16
Q488260,15,1,16
Q488296,1,22,23
Q488335,10,3,13
Q488345,23,0,23
Q488376,30,0,30
Q488454,3,3,6
Q488488,4,5,9
Q488517,9,3,12
Q488523,9,1,10
Q488528,5,2,7
Q488531,8,3,11
Q488543,11,3,14
Q488645,3,108,111
Q488651,5,282,287
Q488653,5,3,8
Q488655,41,0,41
Q488659,17,9,26
Q488668,12,8,20
Q488672,5,5,10
Q488683,4,4,8
Q488690,8,3,11
Q488698,3,6,9
Q488701,14,4,18
Q488702,9,3,12
Q488723,10,6,16
Q488821,6,1,7
Q488826,5,3,8
Q488874,5,5,10
Q488912,3,3,6
Q488924,6,2,8
Q488925,9,11,20
Q488946,7,1,8
Q488947,10,0,10
Q488981,0,5,5
Q489174,9,6,15
Q489197,5,4,9
Q489255,7,1,8
Q489559,15,8,23
Q489576,7,1,8
Q489705,5,4,9
Q489709,7,0,7
Q489713,5,9,14
Q489801,8,6,14
Q489831,29,26,55
Q489856,15,5,20
Q489873,2,3,5
Q489951,14,9,23
Q490065,5,1,6
Q490077,9,3,12
Q490150,4,1,5
Q490190,3,1,4
Q490240,10,5,15
Q490347,13,7,20
Q490385,6,8,14
Q490427,0,5,5
Q490434,8,6,14
Q490441,9,2,11
Q490505,13,10,23
Q490584,10,8,18
Q490587,3,2,5
Q490595,3,0,3
Q490720,4,2,6
Q490732,5,3,8
Q490737,4,1,5
Q490744,14,3,17
Q490908,7,3,10
Q490914,13,2,15
Q490920,10,4,14
Q490946,1,4,5
Q490994,4,2,6
Q491046,4,3,7
Q491099,6,2,8
Q491114,6,1,7
Q491128,5,2,7
Q491132,0,5,5
Q491148,5,2,7
Q491158,2,0,2
Q491201,7,3,10
Q491239,7,6,13
Q491252,29,0,29
Q491264,23,9,32
Q491350,5,3,8
Q491461,7,0,7
Q491540,4,4,8
Q491766,0,5,5
Q491775,15,7,22
Q491800,34,0,34
Q491954,4,5,9
Q492176,14,6,20
Q492214,42,0,42
Q492238,13,6,19
Q492264,1,92,93
Q492318,21,1,22
Q492321,16,4,20
Q492327,14,6,20
Q492342,10,2,12
Q492346,7,4,11
Q492355,7,1,8
Q492467,12,3,15
Q492478,7,2,9
Q492560,1,3,4
Q492705,2,8,10
Q492789,14,9,23
Q493222,3,1,4
Q493236,4,6,10
Q493255,2,3,5
Q493261,6,2,8
Q493340,12,1,13
Q493378,4,20,24
Q493443,5,2,7
Q493522,0,5,5
Q493605,6,2,8
Q493715,6,2,8
Q493755,32,0,32
Q493787,17,1,18
Q493794,9,0,9
Q493840,12,2,14
Q494048,62,0,62
Q494077,0,5,5
Q494085,38,0,38
Q494093,8,1,9
Q494104,6,4,10
Q494117,11,3,14
Q494121,7,4,11
Q494134,5,3,8
Q494146,0,5,5
Q494152,8,3,11
Q494167,4,6,10
Q494174,5,5,10
Q494186,6,2,8
Q494192,8,7,15
Q494207,5,5,10
Q494211,0,5,5
Q494228,8,7,15
Q494230,2,4,6
Q494233,4,5,9
Q494244,57,0,57
Q494248,6,4,10
Q494295,4,1,5
Q494541,5,5,10
Q494556,8,3,11
Q494560,4,2,6
Q494588,3,7,10
Q494614,7,0,7
Q494616,7,3,10
Q494624,10,4,14
Q494721,3,11,14
Q494722,37,2,39
Q494723,7,5,12
Q494835,11,8,19
Q494912,5,1,6
Q494917,12,0,12
Q494985,27,0,27
Q495027,4,0,4
Q495142,1,4,5
Q495154,1,4,5
Q495299,4,5,9
Q495310,7,8,15
Q495315,6,5,11
Q495321,12,4,16
Q495332,3,1,4
Q495340,0,5,5
Q495359,7,3,10
Q495361,6,2,8
Q495369,0,5,5
Q495373,8,2,10
Q495377,9,5,14
Q495393,5,6,11
Q495398,0,5,5
Q495409,6,6,12
Q495487,12,5,17
Q495549,13,4,17
Q495588,9,4,13
Q495633,6,3,9
Q495645,12,2,14
Q495649,3,7,10
Q495658,10,4,14
Q495682,5,2,7
Q495738,6,3,9
Q495813,16,3,19
Q495929,3,3,6
Q495974,9,8,17
Q495998,6,7,13
Q496065,15,0,15
Q496207,11,3,14
Q496255,25,1,26
Q496381,7,0,7
Q496511,7,4,11
Q496523,3,35,38
Q496548,8,7,15
Q496607,2,1,3
Q496654,47,0,47
Q496734,24,0,24
Q496862,11,4,15
Q496886,8,8,16
Q496900,5,8,13
Q496967,3,36,39
Q497036,7,14,21
Q497075,10,8,18
Q497155,11,60,71
Q497172,9,2,11
Q497200,8,2,10
Q497216,6,2,8
Q497256,39,0,39
Q497262,28,0,28
Q497311,34,0,34
Q497334,3,0,3
Q497695,9,5,14
Q497702,7,4,11
Q497788,9,4,13
Q497793,10,0,10
Q497795,4,3,7
Q497810,9,3,12
Q497845,5,3,8
Q497851,12,6,18
Q497928,9,5,14
Q497989,3,1,4
Q498024,10,7,17
Q498034,5,3,8
Q498109,35,0,35
Q498155,3,1,4
Q498162,6,15,21
Q498163,10,6,16
Q498263,12,6,18
Q498276,3,2,5
Q498375,30,2,32
Q498389,25,10,35
Q498420,9,11,20
Q498430,0,4,4
Q498473,5,1,6
Q498496,3,19,22
Q498526,15,5,20
Q498820,9,4,13
Q498822,29,1,30
Q498825,4,1,5
Q498867,44,0,44
Q498906,33,1,34
Q498910,54,1,55
Q498940,12,5,17
Q499097,12,4,16
Q499169,10,0,10
Q499189,5,4,9
Q499196,7,4,11
Q499203,7,4,11
Q499451,21,19,40
Q499510,15,2,17
Q499544,5,6,11
Q499633,30,0,30
Q499644,15,13,28
Q499656,44,1,45
Q499789,4,19,23
Q499887,11,1,12
Q499911,11,1,12
Q499927,2,1,3
Q500088,17,22,39
Q500093,28,1,29
Q500155,10,3,13
Q500312,1,1,2
Q500416,0,5,5
Q500460,37,0,37
Q500569,7,2,9
Q500606,16,2,18
Q500776,5,2,7
Q500871,7,2,9
Q500933,3,2,5
Q500992,5,3,8
Q501014,9,3,12
Q501029,7,5,12
Q501043,11,3,14
Q501058,10,22,32
Q501067,4,6,10
Q501070,7,3,10
Q501123,0,6,6
Q501170,12,3,15
Q501256,3,6,9
Q501273,37,15,52
Q501277,5,5,10
Q501284,6,4,10
Q501292,8,4,12
Q501319,9,2,11
Q501323,4,6,10
Q501338,9,7,16
Q501340,3,5,8
Q501345,10,5,15
Q501350,8,2,10
Q501473,1,0,1
Q501476,11,15,26
Q501559,5,5,10
Q501602,5,2,7
Q501663,7,1,8
Q501693,3,0,3
Q501703,41,0,41
Q501750,10,7,17
Q501758,27,9,36
Q501761,10,4,14
Q501766,8,2,10
Q501785,5,8,13
Q501796,8,2,10
Q501800,5,2,7
Q501866,0,5,5
Q501995,35,0,35
Q501996,26,5,31
Q502067,48,0,48
Q502091,24,1,25
Q502128,11,6,17
Q502189,36,0,36
Q502200,7,2,9
Q502213,8,3,11
Q502250,6,4,10
Q502257,8,4,12
Q502269,1,4,5
Q502273,5,3,8
Q502294,8,3,11
Q502314,13,7,20
Q502411,4,2,6
Q502414,5,7,12
Q502424,8,5,13
Q502451,9,2,11
Q502459,8,11,19
Q502463,10,2,12
Q502468,6,5,11
Q502564,5,5,10
Q502592,6,2,8
Q502732,3,7,10
Q502886,3,0,3
Q502908,29,0,29
Q502923,30,1,31
Q502940,12,3,15
Q502957,17,5,22
Q503013,12,4,16
Q503023,2,0,2
Q503027,22,8,30
Q503034,43,13,56
Q503095,26,10,36
Q503119,26,1,27
Q503246,7,96,103
Q503264,26,0,26
Q503308,9,0,9
Q503313,36,1,37
Q503321,4,0,4
Q503331,8,6,14
Q503336,3,1,4
Q503415,27,8,35
Q503419,29,15,44
Q503424,14,9,23
Q503473,16,1,17
Q503545,16,5,21
Q503638,29,2,31
Q503706,18,6,24
Q503710,16,0,16
Q503720,15,5,20
Q503767,12,6,18
Q503889,3,6,9
Q503966,11,6,17
Q503997,30,9,39
Q504053,61,1,62
Q504078,15,1,16
Q504114,11,4,15
Q504157,32,0,32
Q504298,2,37,39
Q504309,4,1,5
Q504329,4,2,6
Q504339,3,1,4
Q504360,6,2,8
Q504430,11,5,16
Q504503,0,5,5
Q504530,7,2,9
Q504635,2,3,5
Q504697,37,0,37
Q504720,16,11,27
Q504722,15,5,20
Q504775,3,12,15
Q504805,20,8,28
Q504863,0,5,5
Q504962,8,1,9
Q505114,12,0,12
Q505119,3,0,3
Q505141,20,2,22
Q505275,7,8,15
Q505353,10,0,10
Q505449,41,10,51
Q505498,11,0,11
Q505549,7,8,15
Q505790,36,1,37
Q505898,25,1,26
Q505940,17,14,31
Q506014,12,2,14
Q506015,9,1,10
Q506124,8,6,14
Q506202,1,4,5
Q506215,8,3,11
Q506230,5,2,7
Q506240,8,25,33
Q506302,12,0,12
Q506325,4,2,6
Q506351,3,3,6
Q506369,8,9,17
Q506398,7,4,11
Q506446,4,10,14
Q506451,4,3,7
Q506554,28,0,28
Q506565,38,5,43
Q506616,8,5,13
Q506661,30,0,30
Q506670,12,2,14
Q506680,6,6,12
Q506752,5,6,11
Q506778,13,7,20
Q506885,28,10,38
Q506888,10,0,10
Q507057,0,25,25
Q507122,11,0,11
Q507189,13,4,17
Q507256,6,2,8
Q507269,11,2,13
Q507306,1,14,15
Q507322,0,6,6
Q507327,15,3,18
Q507443,1,7,8
Q507488,7,2,9
Q507490,20,1,21
Q507640,12,2,14
Q507770,7,4,11
Q507863,7,0,7
Q508043,10,7,17
Q508166,1,4,5
Q508184,1,4,5
Q508232,0,6,6
Q508280,11,5,16
Q508359,11,5,16
Q508404,12,10,22
Q508406,5,0,5
Q508412,18,1,19
Q508428,10,13,23
Q508554,3,1,4
Q508660,11,24,35
Q508841,28,1,29
Q508871,11,11,22
Q509013,8,6,14
Q509025,32,1,33
Q509026,8,5,13
Q509050,10,0,10
Q509117,9,6,15
Q509219,10,7,17
Q509256,28,0,28
Q509671,9,5,14
Q509913,22,0,22
Q509926,6,5,11
Q509948,8,11,19
Q510122,0,5,5
Q510175,10,19,29
Q510244,5,2,7
Q510487,1,14,15
Q510769,8,9,17
Q511025,7,13,20
Q511074,41,0,41
Q511150,1,4,5
Q511164,13,3,16
Q511230,0,3,3
Q511347,32,0,32
Q511554,15,8,23
Q511647,3,6,9
Q511731,8,27,35
Q511849,4,1,5
Q511876,11,5,16
Q511922,5,2,7
Q511964,4,3,7
Q512187,4,36,40
Q512191,1,8,9
Q512314,3,14,17
Q512376,8,7,15
Q512475,45,0,45
Q512751,12,5,17
Q512818,10,5,15
Q512858,9,23,32
Q512925,4,2,6
Q512951,6,5,11
Q512986,8,5,13
Q513658,8,1,9
Q513712,8,5,13
Q513809,13,0,13
Q513840,3,1,4
Q513849,8,16,24
Q513939,10,5,15
Q513994,6,1,7
Q514170,12,0,12
Q514311,6,10,16
Q514416,25,1,26
Q514445,3,31,34
Q514527,17,15,32
Q514728,8,6,14
Q514913,15,13,28
Q514985,13,0,13
Q515095,20,11,31
Q515161,12,12,24
Q515274,22,6,28
Q515415,0,5,5
Q515621,52,0,52
Q515632,46,10,56
Q515837,6,7,13
Q515869,10,49,59
Q515883,24,0,24
Q515931,34,0,34
Q516390,18,0,18
Q516479,5,1,6
Q516630,14,6,20
Q516645,7,6,13
Q516690,14,11,25
Q516947,6,0,6
Q517137,16,11,27
Q517265,30,0,30
Q517337,8,1,9
Q517379,13,6,19
Q517386,3,7,10
Q517415,3,1,4
Q517831,9,1,10
Q518101,12,10,22
Q518127,39,0,39
Q518589,32,0,32
Q518675,189,109,298
Q518868,13,15,28
Q519273,20,0,20
Q519427,16,4,20
Q519473,9,0,9
Q519490,27,0,27
Q519592,33,0,33
Q519821,15,0,15
Q520346,19,1,20
Q520445,7,9,16
Q520549,4,4,8
Q520611,1,0,1
Q520651,9,10,19
Q521221,22,6,28
Q521227,2,6,8
Q521387,32,1,33
Q521400,13,0,13
Q521718,9,1,10
Q522057,20,14,34
Q522389,24,1,25
Q522618,7,4,11
Q522856,19,5,24
Q523184,7,0,7
Q523210,4,8,12
Q523240,12,3,15
Q523926,3,112,115
Q523957,4,3,7
Q524233,6,2,8
Q524278,18,14,32
Q524544,0,4,4
Q524711,16,0,16
Q524778,5,0,5
Q524980,0,6,6
Q525065,12,9,21
Q525128,42,0,42
Q525304,13,9,22
Q525314,12,0,12
Q525318,14,9,23
Q525415,27,0,27
Q525495,3,0,3
Q525508,9,0,9
Q525970,17,3,20
Q526035,14,1,15
Q526106,14,1,15
Q526173,12,2,14
Q526218,12,0,12
Q526359,13,3,16
Q526468,12,8,20
Q526620,24,11,35
Q526960,4,0,4
Q527303,16,7,23
Q527316,8,0,8
Q527398,5,0,5
Q527462,23,3,26
Q527464,0,5,5
