Title,Description,MDI,URL,Alias,RDF
Cucurbita,genus of plants,/m/012c4n,https://en.wikipedia.org/wiki/Cucurbita,squash|Squash,Q5339301
educational organization,body with an aim of education,/m/0b5wn7,https://en.wikipedia.org/wiki/Educational_organization,education organization|educational body,Q5341295
Emperor of India,title used by British monarchs from 1 May 1876 to 22 June 1948,/m/01dmmt,https://en.wikipedia.org/wiki/Emperor_of_India,Empress of India|Kaisar-i-Hind,Q5352166
Collar of the Supreme Order of the Chrysanthemum,order in Japan,,,,Q5357263
tennis at the 2016 Summer Olympics,Tennis competition at the 2016 Olympic Summer Games,,https://en.wikipedia.org/wiki/Tennis_at_the_2016_Summer_Olympics,,Q5377427
television series,connected set of television program episodes under the same title,,https://en.wikipedia.org/wiki/Television_series,TV series|TV-series|TV show|television show,Q5398426
flying saucer,"type of supposed alien spacecraft, or UFO",/m/02z661m,https://en.wikipedia.org/wiki/Flying_saucer,flying disc|flying disk,Q5401971
Evanston Township High School,"high school in Evanston, Illinois, United States",/m/0649fx,https://en.wikipedia.org/wiki/Evanston_Township_High_School,ETHS|Evanston Twp High School|Evanston High School,Q5416009
Ezra Stiles College,residential college at Yale University,/m/04r2y0,https://en.wikipedia.org/wiki/Ezra_Stiles_College,,Q5423410
fantasy author,No description defined,,https://en.wikipedia.org/wiki/Fantasy_author,fantasy writer,Q5434338
Federal Theatre Project,USA theatre company 1935 - 1939,/m/02nnzk,https://en.wikipedia.org/wiki/Federal_Theatre_Project,FTP,Q5440463
federal parliamentary republic,federation of states with a republican form of government,/m/04lhsx7,https://en.wikipedia.org/wiki/Federal_parliamentary_republic,parliamentary federal republic,Q5440547
for-profit education,education from a profit-making business,/m/08yh93,https://en.wikipedia.org/wiki/For-profit_education,proprietary education|education services,Q5466629
Friends Seminary,school in Manhattan,/m/04dr6j,https://en.wikipedia.org/wiki/Friends_Seminary,,Q5504210
Glendale Community College,"community college in Glendale, California, USA",/m/053hd3,https://en.wikipedia.org/wiki/Glendale_Community_College_(California),GCC|Glendale College|Glendale Community College (California),Q5568357
Phoenix Film Critics Society Award for Best Cast,No description defined,,,,Q5569066
Global System of Trade Preferences among Developing Countries,preferential trade agreement signed in 1988 by 42 developing countries,/m/0cz99m3,https://en.wikipedia.org/wiki/Global_System_of_Trade_Preferences_among_Developing_Countries,,Q5570670
Grammy Award for Best R&B Performance,music award,/m/0gkz5sn,https://en.wikipedia.org/wiki/Grammy_Award_for_Best_R%26B_Performance,,Q5593863
Grammy Award for Best Immersive Audio Album,music award,/m/056l8q,https://en.wikipedia.org/wiki/Grammy_Award_for_Best_Immersive_Audio_Album,Grammy Award for Best Surround Sound Album|Best Immersive Audio Album|Best Surround Sound Album,Q5593892
Grammy Award for Best Progressive R&B Album,grammy Award Category,/m/0k0nv4l,https://en.wikipedia.org/wiki/Grammy_Award_for_Best_Progressive_R%26B_Album,Grammy Award for Best Urban Contemporary Album,Q5593896
Accademia del Cinema Italiano,Italian film organization,,https://en.wikipedia.org/wiki/Accademia_del_Cinema_Italiano,Academy of Italian Cinema,Q5655888
rock band,musical group playing rock music,/m/0g7t2,,rock music group|rock music band|rock group,Q5741069
Hillside Memorial Park,"Jewish cemetery in Culver City, California, United States",/m/018mlt,https://en.wikipedia.org/wiki/Hillside_Memorial_Park_Cemetery,"Hillside Memorial Park Cemetery|Hillside Memorial Park and Mortuary|Hillside Memorial Park, Culver City",Q5763964
Copa Stadium,No description defined,,,,Q5787468
state of Australia,administrative subdivision in Australia,,,Australian state,Q5852411
social exclusion,form of social disadvantage and relegation to the fringe of society,/m/08_w32,https://en.wikipedia.org/wiki/Social_exclusion,social marginalization|exclusion|maginalisation (social exclusion)|social marginality,Q5853064
Guardians of the Galaxy,2014 film directed by James Gunn,/m/0ryw0v0,https://en.wikipedia.org/wiki/Guardians_of_the_Galaxy_(film),Guardians of the Galaxy Vol. 1,Q5887360
home rule municipality of Pennsylvania,form of government of municipality within Pennsylvania,/m/03c65kd,https://en.wikipedia.org/wiki/Home_rule_municipality_(Pennsylvania),,Q5888666
Horace Greeley High School,"high school in New York, United States",/m/05j835,https://en.wikipedia.org/wiki/Horace_Greeley_High_School,,Q5901772
crime fiction,"genre of fiction focusing on crime, encompassing literature, film and theatre",/m/0lsxr,https://en.wikipedia.org/wiki/Crime_fiction,,Q5937792
computer-generated imagery,application of computer graphics to create or contribute to images,/m/021ny,https://en.wikipedia.org/wiki/Computer-generated_imagery,CGI|computer generated imagery,Q6002306
solitude,state of seclusion or isolation of a person,/m/03tr7f,https://en.wikipedia.org/wiki/Solitude,isolation,Q6010868
Institute for Advanced Theatre Training,No description defined,,https://en.wikipedia.org/wiki/Institute_for_Advanced_Theater_Training,,Q6039134
InterAcademy Partnership,"global network of national academies of science, engineering and medicine",/m/043q9ct,https://en.wikipedia.org/wiki/InterAcademy_Partnership,interacademies.org|IAP,Q6044811
International Coalition of Library Consortia,group of approximately 200 library consortia from around the world,/m/0gv5dz,https://en.wikipedia.org/wiki/International_Coalition_of_Library_Consortia,ICOLC|icolc.net,Q6049327
Irish migration to Great Britain,"Irish population movement to Britain and Britons of Irish origin, ancestry",/m/02g7sp,https://en.wikipedia.org/wiki/Irish_people_in_Great_Britain,Irish people in Great Britain|Irish Briton|Irish Britons|British Irish|Irish British|Irish people in the United Kingdom,Q6071674
Jacobs School of Music,constituent school of Indiana University,/m/093gqk,https://en.wikipedia.org/wiki/Jacobs_School_of_Music,Indiana University School of Music|Indiana University Jacobs School of Music,Q6119774
James Lapine,American stage director and librettist.,/m/0333_s,https://en.wikipedia.org/wiki/James_Lapine,James Elliot Lapine,Q6137781
John Burroughs School,"private secondary school in the St. Louis metropolitan area, Missouri, United States",/m/03f581,https://en.wikipedia.org/wiki/John_Burroughs_School,John Burroughs High School|JBS,Q6224030
Visitante,Puerto Rican musician,/m/0frnl8m,https://en.wikipedia.org/wiki/Eduardo_Cabra,Eduardo José Cabra Martínez|Visitante Calle 13,Q6378460
Kenneth Utt,American producer (1921-1994),/m/0k0mrc,https://en.wikipedia.org/wiki/Kenneth_Utt,,Q6390767
properties of water,overview about physical and chemical properties of pure water,/m/0838f,https://en.wikipedia.org/wiki/Properties_of_water,rt miss,Q6478447
large burgh,Scottish burgh having extensive self administration 1930-1975,/m/0304bq,https://en.wikipedia.org/wiki/Large_burgh,,Q6489113
Larry Grossman,"American composer for theatre, television, film, concerts, and cabaret",/m/07s95t6,https://en.wikipedia.org/wiki/Larry_Grossman_(composer),Lawrence A. Grossman,Q6490433
internship,"period of work experience, usually at the start of one's career, often prior to completion of schooling",/m/01rk91,https://en.wikipedia.org/wiki/Internship,cadetship|interning|work experience programs|praxis|practice,Q6500754
Laurence Olivier Award for Best Performance in a Supporting Role,Annual award for London's West End theatre,/m/04049qc,https://en.wikipedia.org/wiki/Laurence_Olivier_Award_for_Best_Performance_in_a_Supporting_Role,,Q6500801
Leslie Newman,screenwriter,/m/0dsmlr,https://en.wikipedia.org/wiki/Leslie_Newman,,Q6531043
liberal arts college in the United States,type of American postsecondary educational institution,/m/0118dj36,https://en.wikipedia.org/wiki/Liberal_arts_colleges_in_the_United_States,American liberal arts colleges|U.S. liberal arts colleges|American liberal arts college|U.S. liberal arts college|liberal arts colleges in the United States,Q6540832
Fulbright Prize,award,,,Fulbright Award,Q6565314
male,"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person",,https://en.wikipedia.org/wiki/Male_gender,m|♂|male gender|man|male person|male human|guy|human male|sterner sex|masc|men|boy|boys|male character,Q6581097
separated municipality in Ontario,No description defined,,https://en.wikipedia.org/wiki/List_of_Ontario_separated_municipalities,List of Ontario separated municipalities,Q6593035
list of genres,Wikimedia list article,,https://en.wikipedia.org/wiki/List_of_genres,,Q6621591
local government in Pennsylvania,"government below the state level in Pennsylvania, United States",/m/0dgs1p0,https://en.wikipedia.org/wiki/Local_government_in_Pennsylvania,Pennsylvania local government|PA local government,Q6664406
Los Angeles County High School for the Arts,"high school in California, United States",/m/0bpr8s,https://en.wikipedia.org/wiki/Los_Angeles_County_High_School_for_the_Arts,LACHSA,Q6682090
Loyola Academy,"high school in Wilmette, Cook County, Illinois",/m/04rhvd,https://en.wikipedia.org/wiki/Loyola_Academy,,Q6694532
Magee Secondary School,"public secondary school in Vancouver, British Columbia, Canada",/m/0cnj40,https://en.wikipedia.org/wiki/Magee_Secondary_School,,Q6730062
Medill School of Journalism,school,,https://en.wikipedia.org/wiki/Medill_School_of_Journalism,,Q6806876
membership organization,type of organization that has members,/m/0gwz19b,https://en.wikipedia.org/wiki/Membership_organization,,Q6815100
private company limited by shares,type of company used in the United Kingdom,/m/0262dl9,https://en.wikipedia.org/wiki/Private_company_limited_by_shares,Ltd.|Ltd company|Ltd UK|UK Limited|private limited company (UK)|Limited Company (UK)|Ltd. (UK),Q6832945
Michael Nozik,American film producer,/m/063z3dm,https://en.wikipedia.org/wiki/Michael_Nozik,,Q6833107
military profession,trade or career specialty in the armed forces which demand from the individuals achievement of qualifications,/m/0462cks,https://en.wikipedia.org/wiki/Military_specialism,military occupation|military specialty|military specialism,Q6857706
enterprise,"organizational unit producing goods or services, which benefits from a certain degree of autonomy in decision-making, especially for the allocation of its current resources",,https://en.wikipedia.org/wiki/Business_enterprise,business enterprise|company|firm,Q6881511
Mount Sinai Memorial Park Cemetery,"Jewish cemetery in Los Angeles, California",/m/018mn6,https://en.wikipedia.org/wiki/Mount_Sinai_Memorial_Park_Cemetery,Mount Sinai Memorial Park|Mount Sinai Hollywood Hills,Q6923684
musical performance,academic discipline; execution of music and/or song,,,musical interpretation|performance of music|interpretation of music|song performance|performance of a song,Q6942562
NAACP Image Award for Outstanding Actress in a Daytime Drama Series,No description defined,/m/02f2z7,https://en.wikipedia.org/wiki/NAACP_Image_Award_for_Outstanding_Actress_in_a_Daytime_Drama_Series,,Q6952054
ITL 1 statistical regions of England,statistical regions in England,/m/0gkyqnw,https://en.wikipedia.org/wiki/ITL_1_statistical_regions_of_England,NUTS 1 statistical regions of England|Local Administrative Units,Q6955655
major religion,religious movement with major international spread,/m/0117q9jj,https://en.wikipedia.org/wiki/Major_religious_groups,principal religion|main religion,Q6957341
National Society of Film Critics Award for Best Foreign Language Film,cinematographic award,/m/03c4868,https://en.wikipedia.org/wiki/National_Society_of_Film_Critics_Award_for_Best_Foreign_Language_Film,,Q6978540
national association football team,association football team that represents a country in international competitions,,,national football team|national soccer team,Q6979593
Neil Canton,American film producer,/m/02850c7,https://en.wikipedia.org/wiki/Neil_Canton,,Q6988354
New Hampshire's 2nd congressional district,U.S. House district in western New Hampshire,/m/0gj4fx,https://en.wikipedia.org/wiki/New_Hampshire%27s_2nd_congressional_district,NH-02,Q7008068
Paolo Taviani,"Italian film director, screenwriter and producer (1931-2024)",/m/075qsgq,https://en.wikipedia.org/wiki/Paolo_Taviani,,Q7008165
New Rochelle High School,"high school in New Rochelle, Westchester County, New York",/m/0d32tw,https://en.wikipedia.org/wiki/New_Rochelle_High_School,,Q7011301
Nondenominational Christianity,churches which distance themselves from the confessionalism or creedalism of other Christian communities,/m/01y0s9,https://en.wikipedia.org/wiki/Nondenominational_Christianity,Non-denominational Christianity|Nondenominational Church|Undenominational church|Independent church,Q7049261
Notre Dame High School,"high school in Sherman Oaks, California, USA",/m/068bh7,"https://en.wikipedia.org/wiki/Notre_Dame_High_School_(Sherman_Oaks,_California)","Notre Dame High School (Sherman Oaks, California)",Q7063446
Orbis Cascade Alliance,"library consortium in Oregon, Washington, and Idaho, USA",/m/047dmgm,https://en.wikipedia.org/wiki/Orbis_Cascade_Alliance,OCA|Alliance,Q7100024
Ovation Awards,Southern California theatre award,/m/0fv44q,https://en.wikipedia.org/wiki/Ovation_Awards,LA Stage Alliance Ovation Awards|LA STAGE Alliance Ovation Awards,Q7113265
Palisades Charter High School,"high school in California, United States",/m/0746ng,https://en.wikipedia.org/wiki/Palisades_Charter_High_School,,Q7127596
Pardhan,language,/m/02hxjjg,https://en.wikipedia.org/wiki/Pardhan_language,Pardhan language,Q7133207
Paramount Domestic Television,company,/m/03qcdc_,https://en.wikipedia.org/wiki/Paramount_Domestic_Television,,Q7135323
Pardhi,language,/m/02hxqzx,https://en.wikipedia.org/wiki/Pardhi_language,Pardhi language,Q7136554
Pennsylvania's 12th congressional district,"congressional district in Pennsylvania, U.S.",/m/0g0syc,https://en.wikipedia.org/wiki/Pennsylvania%27s_12th_congressional_district,,Q7163534
Peter Best,Australian composer,/m/056ng_q,https://en.wikipedia.org/wiki/Peter_Best_(composer),,Q7172812
physical comedy,comedy genre,/m/0251zj,https://en.wikipedia.org/wiki/Physical_comedy,,Q7189589
physiological condition,conditions of the external or internal milieu that may occur in nature for that organism,/m/05p595x,https://en.wikipedia.org/wiki/Physiological_condition,,Q7189713
political organization,group involved with politics,/m/03vz3g,https://en.wikipedia.org/wiki/Political_organisation,political group|organization in politics|organization (politics)|political organisation,Q7210356
tobacco smoking,practice of burning tobacco and inhaling the resulting smoke,/m/0jpmt,https://en.wikipedia.org/wiki/Tobacco_smoking,,Q7212330
Progressive Alliance,political international,/m/0r4r77n,https://en.wikipedia.org/wiki/Progressive_Alliance,,Q7248622
Robert Gordon,American screenwriter and producer,/m/0j_x0l,https://en.wikipedia.org/wiki/Robert_Gordon_(screenwriter),,Q7344869
Saint Ann's School,"Private school in Brooklyn, New York City, New York, U.S.",/m/0325xq,https://en.wikipedia.org/wiki/Saint_Ann%27s_School_(Brooklyn),,Q7400951
service,economic product that directly satisfies wants without producing a lasting asset,,https://en.wikipedia.org/wiki/Service_(economics),,Q7406919
Indonesia Western Standard Time,time zone in western part of Indonesia,/m/03yth0q,,,Q7458035
Shirley Jackson Award,literary award for works of dark fantasy and psychological suspense,/m/0dlm_7w,https://en.wikipedia.org/wiki/Shirley_Jackson_Award,,Q7498780
"Soul Train Music Award for Best R&B/Soul Single, Group, Band or Duo",No description defined,/m/0cx7p3,"https://en.wikipedia.org/wiki/Soul_Train_Music_Award_for_Best_R%26B/Soul_Single_%E2%80%93_Group,_Band_or_Duo",,Q7564362
Special Tony Award,theater award,/m/02qkk9_,https://en.wikipedia.org/wiki/Special_Tony_Award,,Q7574756
Critics' Choice Movie Award,American–Canadian annual film awards,/m/09tn9k,https://en.wikipedia.org/wiki/Critics%27_Choice_Movie_Awards,Critics' Choice Awards,Q7585305
State University of New York at New Paltz,"Public university in New Paltz, New York",/m/02gtf_,https://en.wikipedia.org/wiki/State_University_of_New_York_at_New_Paltz,SUNY New Paltz|newpaltz.edu,Q7603625
Stowe School,"school in Buckinghamshire, UK",/m/04js2j,https://en.wikipedia.org/wiki/Stowe_School,,Q7620697
Teaneck High School,"high school in New Jersey, United States",/m/066y46,https://en.wikipedia.org/wiki/Teaneck_High_School,The Castle on the Hill|THS,Q7691704
Ted Hope,American film producer,/m/0jzw7v,https://en.wikipedia.org/wiki/Ted_Hope,,Q7693309
series of creative works,ordered set of creative works,/m/0342gk,,serial,Q7725310
literary work,written work read for enjoyment or edification,,,work (literary)|work (literature)|work in literature|literary text,Q7725634
The Society of London Theatre,non-profit organisation for London theatre owners,/m/087z5d,https://en.wikipedia.org/wiki/Society_of_London_Theatre,The Society of West End Theatre,Q7765108
theatrical genre,division and subdivisions of various forms of theater,,https://en.wikipedia.org/wiki/Theatrical_style,theatre genre|theater genre|theatrical form,Q7777573
Thom Russo,American record producer,/m/03wfpxs,https://en.wikipedia.org/wiki/Thom_Russo,,Q7786746
Thomas Meehan,American writer (1929-2017),/m/09stpz,https://en.wikipedia.org/wiki/Thomas_Meehan_(writer),Thomas Edward Meehan,Q7792371
Big East Conference,U.S. college athletic conference that began in 2013,/m/0r8p3qr,https://en.wikipedia.org/wiki/Big_East_Conference,Big East,Q7820700
Toronto Film Critics Association Award for Best Director,No description defined,/m/05mw977,https://en.wikipedia.org/wiki/Toronto_Film_Critics_Association_Award_for_Best_Director,,Q7826362
Toronto Film Critics Association Award for Best Film,No description defined,/m/0276syb,https://en.wikipedia.org/wiki/Toronto_Film_Critics_Association_Award_for_Best_Film,,Q7826365
township of New Jersey,"administrative unit in New Jersey, United States",/m/044dhn,https://en.wikipedia.org/wiki/Township_(New_Jersey),,Q7830213
trace metal,metals normally present in small but measurable amounts in animal and plant cells and tissues and that are a necessary part of nutrition and physiology,/m/01pklv,https://en.wikipedia.org/wiki/Trace_metal,,Q7831165
Trinity School,independent school in New York City,/m/08254s,https://en.wikipedia.org/wiki/Trinity_School_(New_York_City),,Q7842961
Turner Broadcasting System,former American media conglomerate,/m/021c6_,https://en.wikipedia.org/wiki/Turner_Broadcasting_System,"Turner|TBS, Inc.|Turner Broadcasting System, Inc.|Turner Broadcasting|TBS",Q7855903
inner Solar System,"region of the Solar System comprising of Mercury, Venus, Earth and Mars with natural satellites, as well as the main-belt asteroids",,https://en.wikipedia.org/wiki/Inner_Solar_System,,Q7879772
University College School,"school in Camden, UK",/m/02t_n1,https://en.wikipedia.org/wiki/University_College_School,,Q7894634
unparished area,administrative territorial entity of England,/m/08qygq,https://en.wikipedia.org/wiki/Unparished_area,unparished area of England|non-civil parished area,Q7897276
Vaagri Booli,language,/m/02hxwwg,https://en.wikipedia.org/wiki/Vaagri_Booli_language,Vaagri Booli language,Q7907798
city or town,type of human settlement,,,town or city,Q7930989
Vincent Landay,Canadian film producer,/m/04066sr,https://en.wikipedia.org/wiki/Vincent_Landay,,Q7931899
Wake Forest Demon Deacons men's basketball,NCAA Division I basketball team,/m/02ptzz0,https://en.wikipedia.org/wiki/Wake_Forest_Demon_Deacons_men%27s_basketball,Wake Forest men's basketball|Wake Forest basketball|Wake Forest Demon Deacons basketball|Demon Deacons men's basketball|Demon Deacons basketball,Q7960924
"Wayne State University College of Fine, Performing, and Communication Arts",No description defined,,"https://en.wikipedia.org/wiki/Wayne_State_University_College_of_Fine,_Performing,_and_Communication_Arts",,Q7976641
Weinberg College of Arts and Sciences,college at Northwestern University,/m/0fwdgr,https://en.wikipedia.org/wiki/Weinberg_College_of_Arts_and_Sciences,Judd A. and Marjorie Weinberg College of Arts and Sciences|WCAS|Northwestern University Judd A and Marjorie Weinberg College of Arts and Sciences|College of the Arts and Sciences of the North-Western University,Q7980233
Westchester Hills Cemetery,"cemetery in Hastings-on-Hudson, New York",/m/0b1ps7,https://en.wikipedia.org/wiki/Westchester_Hills_Cemetery,,Q7987250
Western Australian Legislative Assembly,legislature of the State of Western Australia,/m/02s0pp,https://en.wikipedia.org/wiki/Western_Australian_Legislative_Assembly,,Q7987530
William Kong,Chinese film producer,/m/03nt0x3,https://en.wikipedia.org/wiki/William_Kong,Bill Kong,Q8014107
Windlesham House School,"school in West Sussex, UK",/m/05f3qs,https://en.wikipedia.org/wiki/Windlesham_House_School,,Q8024265
Wonder Woman,2011 unaired television pilot produced by Warner Bros. Television and DC Comics for NBC,/m/0h63q6t,https://en.wikipedia.org/wiki/Wonder_Woman_(2011_TV_pilot),,Q8031780
economic activity,human activity involving the transfer of goods or services,,,business activity|commercial activity,Q8187769
artificial physical object,physical object made or shaped by humans,,,artifact|man-made physical object|artefact|human-made physical object|non-natural physical object|physical artefact,Q8205328
fiction,"category of writing, originally meaning beautiful or fine writing",,,fiction and poetry,Q8253972
Bhunjia,language,,,Bhunjia language,Q8841766
monarch of the United Kingdom,king or queen of the United Kingdom and its overseas territories since 1927,/m/0cp2_,https://en.wikipedia.org/wiki/Monarch_of_the_United_Kingdom,UK monarch|UK monarchs|British monarch,Q9134365
dispensable amino acids,Amino acids which can be synthesized in the body.,,,nonessential amino acid|Non-essential amino acids|NEAA,Q9150056
musical duo,ensemble of two musicians,,,duet|duo,Q9212979
eingetragener Verein,registered voluntary association in Germany,/m/071f2z,https://en.wikipedia.org/wiki/Registered_association_(Germany),e. V.|e.V.,Q9299236
plant as food,plant used by humans as food,,,edible plant|food plant|vegetable as food|edible vegetable|food vegetable,Q9323487
spy,person engaged obtaining information that is considered secret or confidential,,https://en.wikipedia.org/wiki/Spy,secret agent|intelligence agent|clandestine officer,Q9352089
new town,proposed town in the United Kingdom following the Second World War,/m/011859yf,https://en.wikipedia.org/wiki/New_towns_in_the_United_Kingdom,new town in the United Kingdom|new town (United Kingdom)|new towns in the United Kingdom,Q10270157
Jim Piddock,British actor,/m/0dn58j,https://en.wikipedia.org/wiki/Jim_Piddock,,Q10306924
classified historical monument,national heritage site in France,,,MH|MH classé,Q10387684
Vittorio Taviani,"Italian film director, screenwriter and producer (1929-2018)",/m/07nhdzt,https://en.wikipedia.org/wiki/Vittorio_Taviani,,Q10392130
legal form,type of legal entity within certain legal system,,,,Q10541491
television production company,company that produces TV programs,,,production company|TV show producing company|TV produceur|TV producer company|television producer company|TV production company|television production companies,Q10689397
swimmer,sportsperson taking part in swimming competitions,/m/02h6p1l,https://en.wikipedia.org/wiki/Swimmer,,Q10843402
first-level administrative division,administrative division directly subordinate to or under administration of a national government,,,first level administrative country subdivision|first-order administrative division|first order administrative division|ADM1|adm1st,Q10864048
chess player,individual who takes part in chess tournaments,/m/02nvwb5,https://en.wikipedia.org/wiki/Chess_player,,Q10873124
"Flora of the Lesser Antilles, Leeward and Windward Islands",book by Richard A. Howard,,,,Q10878728
anime and manga,a portmanteau of animation and comics made in Japan,,https://en.wikipedia.org/wiki/Anime_and_manga,manga and anime|animations and comics|comics and animations,Q10901350
Great Cross with Star and Sash of the Order of Merit of the Federal Republic of Germany,German decoration,,,Grand Cross of the Order of Merit of the Federal Republic of Germany|Grand Order of Merit with Star and Shoulder-Sash,Q10905171
Officer's Cross of the Order of Merit of the Federal Republic of Germany,No description defined,,,Cross of Merit 1st class of the Order of Merit of the Federal Republic of Germany,Q10905334
Nan-ching,Nanjing during the Republic of China period,,,Capital special city|Nanking special city|Nanjing,Q10906766
New Hampshire's 1st congressional district,U.S. House district in eastern New Hampshire,/m/0czr9_,https://en.wikipedia.org/wiki/New_Hampshire%27s_1st_congressional_district,NH-01,Q11084135
male bonding,formation of close personal relationship between men,/m/03ywrp,https://en.wikipedia.org/wiki/Male_bonding,male friendship,Q11122599
state capital,capital city of a subnational entity,,,provincial capital|province capital|capital province,Q11271835
"Transfiguration Church, Krolevets",No description defined,,,,Q11272426
suspense film,film characterized by suspense,,,suspense movie|thriller film,Q11304653
2014–15 UEFA Champions League,60th season of the UEFA club football tournament,/m/0t_d35h,https://en.wikipedia.org/wiki/2014%E2%80%9315_UEFA_Champions_League,2014 Champions League|UEFA Champions League 2014-15|2014-15 UEFA Champions League|2015 Champions League,Q11306107
production company,company or studio that produces media,/m/062kmd,https://en.wikipedia.org/wiki/Production_company,production agency,Q11396960
city for international conferences and tourism,No description defined,,,,Q11422368
science award,award for science,,,award in science|award (science)|scientific award|scientific prize|science prize,Q11448906
corporate title,job title given to company and organization officials to show what duties and responsibilities they have in the organization,/m/01qfk,https://en.wikipedia.org/wiki/Corporate_title,business title|official position|position|corporate officer,Q11488158
athletics competitor,"sportsperson that competes in athletics (track and field, running, walking)",/m/059846g,https://en.wikipedia.org/wiki/Athletics_competitor,track and field athlete|athlete,Q11513337
historical period,segment of time in history,,https://en.wikipedia.org/wiki/Historical_period,historical era|historical epoch|period|era|time period|time periods|historical periods|period of history|period in history,Q11514315
LAU 2,former designation type for local administrative units within the EU's NUTS geocode standard,,,,Q11618417
falling from height,cause of death,,,falling from heights|jumping from height|accidental fall|falling from building|falling|death by falling from height|fall to death|death from falling from height|fall from height,Q11637534
county of Texas,"political subdivision of Texas, United States",,,Texas counties|Texas county|counties of Texas,Q11774097
ice hockey player,sportsperson taking part in ice hockey competitions,/m/02nslmx,https://en.wikipedia.org/wiki/Ice_hockey_player,hockey player|women's ice hockey player,Q11774891
club/dance music,"group of musical genres, intended to be played in clubs; mostly includes electronic dance music genres since its inception in the late 1970s; sometimes the term is said to be covering disco and some other non-electronic dance genres",,https://en.wikipedia.org/wiki/Club_music,club|club-dance|club/dance|club music|dance|dance music|dance/club|dance/club music|dancefloor music|techno-dance,Q11787389
county of Illinois,"administrative subdivision of Illinois, United States",,,Illinois counties|Illinois county|counties of Illinois,Q11812346
province of Canada,type of administrative division of Canada,,https://en.wikipedia.org/wiki/Provinces_of_Canada,province in Canada,Q11828004
academic discipline,academic field of study or profession,/m/03h1sh1,https://en.wikipedia.org/wiki/Academic_discipline,branch (academic)|discipline|academic field|academic branch|academic specialty|academic specialism|research field|field of research|field of study,Q11862829
useful plant,plant that has been or can be co-opted by humans to fulfill a particular need,,https://en.wikipedia.org/wiki/Useful_plants,crop|useful crop,Q11992872
technical sciences,science concerned with the technical development and design of products and systems,,,field of engineering|engineering discipline|engineering branch|engineering disciplines|area of engineering|branch of engineering,Q12015335
musical movement,class of art movement,,,music movement,Q12020884
Iván Gutiérrez,No description defined,/m/01w_gq9,,,Q12022145
Chinese Empire,imperial period of China from 220 BCE to 1912 CE,,https://en.wikipedia.org/wiki/Chinese_Empire,Imperial China,Q12060881
Swiss townscape worthy of protection,federal Inventory of Swiss sites of national importance worthy of protection,,,Swiss Heritage Sites,Q12127133
county of Wisconsin,"type of political division of Wisconsin, United States",,,Wisconsin county|Wisconsin counties|counties of Wisconsin,Q12178928
Knight of the Garter,award in the Order of the Garter,,,KG|Knight Companion of the Order of the Garter|Knight Companion of the Most Noble Order of the Garter|Royal Knight Companion of the Most Noble Order of the Garter|Knight of the Order of the Garter,Q12198181
county of Minnesota,"subdivision of Minnesota, United States",,,Minnesota county|Minnesota counties|counties of Minnesota,Q12262532
television series genre,classification of genres of television series,,,TV series genre|web series genre|streaming series genre|cinematic series genre,Q12343431
amateur wrestler,"sportsperson specialized in amateur wrestling (excluding the so-called ""professional wrestling"", see Q13474373)",,,wrestler,Q12369333
state of India,Indian national administrative subdivision,,,Indian state,Q12443800
comic,"quality of a character, situation or work",,,The comic|The ludicrous|The ridiculous,Q12661055
occupation,label applied to a person based on an activity they participate in,/m/04115t2,,occupations|non-professional work activities|non-professional work activity|job|profession|work,Q12737077
sultanate,realm ruled by a sultan,,,,Q12759805
The Dark Knight trilogy,superhero film series directed by Christopher Nolan,/m/012nxv8p,https://en.wikipedia.org/wiki/The_Dark_Knight_Trilogy,Dark Knight trilogy,Q12859908
political ideology,"ideology that advocates social, political and economic organization of human life",,https://en.wikipedia.org/wiki/Political_ideology,political current|political stream|political doctrine,Q12909644
Northern Tujia,language,/m/02hxqch,,Northern Tujia language,Q12953229
sports team,individual team that plays sports,,https://en.wikipedia.org/wiki/Sports_team,sport team|athletic team|athletics team|sporting team|team in sports|team (sports),Q12973014
baseball team,group of players organized to compete as a side in baseball,,,baseball club,Q13027888
pear,fruit,/m/061_f,https://en.wikipedia.org/wiki/Pear_(fruit),Pears,Q13099586
archipelagic state,island country that consists of an archipelago,/m/0lqgghj,https://en.wikipedia.org/wiki/Archipelagic_state,,Q13107770
sport with racquet/stick/club,"sport using a bat, racquet, stick, club or similar equipment to hit the played object such as a ball, puck or shuttlecock",,,,Q13137940
county of California,"subdivision of California, United States",,https://en.wikipedia.org/wiki/County_(California),counties of California|California county|California counties,Q13212489
county of Arizona,"subdivision of Arizona, United States",,,Arizona counties|Arizona county|counties of Arizona,Q13217186
city of California,type of political division of California,,,,Q13218357
charter city,"type of city in California, USA",,,charter city of California,Q13218391
goblet drum,type of drum,/m/01w4dy,https://en.wikipedia.org/wiki/Goblet_drum,goblet-shaped drum|Darbuka|chalice drum,Q13219842
second-level administrative division,administrative division subordinate to or under administration of a first-level division,,,second level administrative country subdivision|second-order administrative division|second order administrative division|ADM2|adm2nd,Q13220204
facility,"place, equipment, or service to support a specific function",,,site|facilties|amenity|amenities,Q13226383
manufacturer,individual or organization that creates goods,,,builder|producer|maker|manufacturing company,Q13235160
